"","nfl_id","player_name","player_position"
"318",48537,"Carl Granderson","OLB"
"319",56012,"Josh Whyle","TE"
"320",47915,"Ugo Amadi","FS"
"321",53531,"Ambry Thomas","CB"
"322",46757,"Charvarius Ward","CB"
"323",53601,"Deommodore Lenoir","CB"
"324",47931,"Dre Greenlaw","ILB"
"325",46139,"Fred Warner","MLB"
"326",53609,"Talanoa Hufanga","SS"
"327",38868,"Tashaun Gipson","FS"
"328",41290,"Allen Robinson","WR"
"329",47849,"Diontae Johnson","WR"
"330",53453,"Najee Harris","RB"
"331",53484,"Pat Freiermuth","TE"
"332",54485,"Kenny Pickett","QB"
"333",54517,"George Pickens","WR"
"334",52510,"Alex Highsmith","OLB"
"335",47956,"Cole Holcomb","ILB"
"336",43503,"Elandon Roberts","MLB"
"337",43306,"Keanu Neal","FS"
"338",46698,"Levi Wallace","CB"
"339",46080,"Minkah Fitzpatrick","FS"
"340",37078,"Patrick Peterson","CB"
"341",52433,"Brandon Aiyuk","WR"
"342",44820,"Christian McCaffrey","RB"
"343",44959,"George Kittle","TE"
"344",40078,"Kyle Juszczyk","FB"
"345",54727,"Brock Purdy","QB"
"346",47819,"Deebo Samuel Sr.","WR"
"347",44962,"Damontae Kazee","FS"
"348",42467,"Kwon Alexander","OLB"
"349",54905,"Jaylen Warren","RB"
"350",46652,"Chandon Sullivan","CB"
"351",52625,"Jauan Jennings","WR"
"352",56118,"Ronnie Bell","WR"
"353",55897,"Joey Porter Jr.","CB"
"354",46157,"Oren Burks","OLB"
"355",44842,"T.J. Watt","OLB"
"356",52598,"Charlie Woerner","TE"
"357",53623,"Elijah Mitchell","RB"
"358",46331,"Ross Dwelley","TE"
"359",55958,"Darnell Washington","TE"
"360",42401,"Markus Golden","OLB"
"361",55997,"Nick Herbig","OLB"
"362",54603,"Calvin Austin III","WR"
"363",54673,"Connor Heyward","TE"
"364",52532,"Anthony McFarland","RB"
"365",46256,"Ray-Ray McCloud","WR"
"366",46127,"Isaiah Oliver","FS"
"367",47876,"Miles Boykin","WR"
"368",54637,"Samuel Womack","CB"
"369",46349,"George Odum","FS"
"370",44848,"Budda Baker","SS"
"371",49410,"Jalen Thompson","FS"
"372",46968,"Josh Woods","MLB"
"373",52535,"K'Von Wallace","FS"
"374",56045,"Kei'Trel Clark","CB"
"375",46188,"Kyzir White","ILB"
"376",53565,"Marco Wilson","CB"
"377",54563,"Brian Robinson","RB"
"378",44852,"Curtis Samuel","WR"
"379",41349,"Logan Thomas","TE"
"380",47859,"Terry McLaurin","WR"
"381",54609,"Sam Howell","QB"
"382",54481,"Jahan Dotson","WR"
"383",46657,"Dennis Gardeck","OLB"
"384",53445,"Zaven Collins","OLB"
"385",53511,"Dyami Brown","WR"
"386",52474,"Antonio Gibson","RB"
"387",53503,"Benjamin St-Juste","CB"
"388",47871,"Cody Barton","ILB"
"389",53592,"Darrick Forrest","FS"
"390",55880,"Emmanuel Forbes","CB"
"391",53448,"Jamin Davis","OLB"
"392",52624,"Kam Curl","SS"
"393",43373,"Kendall Fuller","CB"
"394",44917,"James Conner","RB"
"395",47808,"Marquise Brown","WR"
"396",55959,"Michael Wilson","WR"
"397",53478,"Rondale Moore","WR"
"398",44948,"Joshua Dobbs","QB"
"399",39983,"Zach Ertz","TE"
"400",54578,"Percy Butler","SS"
"401",45102,"Zach Pascal","WR"
"402",52641,"Casey Toohill","DE"
"403",42589,"Geoff Swaim","TE"
"404",54666,"Keaontay Ingram","RB"
"405",54520,"Trey McBride","TE"
"406",52863,"Krys Barnes","ILB"
"407",43986,"Antonio Hamilton","CB"
"408",54614,"Cole Turner","TE"
"409",53639,"Victor Dimukeje","OLB"
"410",53553,"John Bates","TE"
"411",52637,"James Smith-Williams","DE"
"412",46807,"Andre Chachere","SS"
"413",47804,"Darnell Savage","FS"
"414",46087,"Jaire Alexander","CB"
"415",48241,"Keisean Nixon","CB"
"416",42381,"Preston Smith","DE"
"417",54487,"Quay Walker","OLB"
"418",44911,"Rasul Douglas","CB"
"419",45021,"Rudy Ford","FS"
"420",52451,"Cole Kmet","TE"
"421",46093,"DJ Moore","WR"
"422",52581,"Darnell Mooney","WR"
"423",53646,"Khalil Herbert","RB"
"424",53440,"Justin Fields","QB"
"425",55998,"Tyler Scott","WR"
"426",44925,"Eddie Jackson","FS"
"427",54513,"Jaquan Brisker","SS"
"428",52458,"Jaylon Johnson","CB"
"429",54504,"Kyler Gordon","CB"
"430",48516,"T.J. Edwards","OLB"
"431",46085,"Tremaine Edmunds","MLB"
"432",55921,"Tyrique Stevenson","CB"
"433",44995,"Aaron Jones","RB"
"434",56024,"Dontayvion Wicks","WR"
"435",55915,"Jayden Reed","WR"
"436",55907,"Luke Musgrave","TE"
"437",52434,"Jordan Love","QB"
"438",54597,"Romeo Doubs","WR"
"439",54781,"Jack Sanborn","MLB"
"440",52502,"Josiah Deguara","TE"
"441",54719,"Elijah Hicks","FS"
"442",52457,"Chase Claypool","WR"
"443",43404,"De'Vondre Campbell","ILB"
"444",54644,"Kingsley Enagbare","DE"
"445",48207,"Khari Blasingame","FB"
"446",44901,"D'Onta Foreman","RB"
"447",52470,"AJ Dillon","RB"
"448",54723,"Samori Toure","WR"
"449",56220,"Malik Heath","WR"
"450",45635,"Robert Tonyan","TE"
"451",47939,"Justin Hollins","OLB"
"452",56529,"Ben Sims","TE"
"453",56097,"Carrington Valentine","CB"
"454",55980,"Roschon Johnson","RB"
"455",54639,"Dominique Robinson","DE"
"456",54807,"Josh Blackwell","CB"
"457",53649,"Isaiah McDuffie","MLB"
"458",52875,"Patrick Taylor","RB"
"459",55943,"Tucker Kraft","TE"
"460",46669,"Jonathan Owens","SS"
"461",45215,"Eric Wilson","ILB"
"462",46908,"Dallin Leavitt","SS"
"463",53187,"Innis Gaines","SS"
"464",44990,"Trent Taylor","WR"
"465",42929,"Alex Singleton","ILB"
"466",54580,"Damarri Mathis","CB"
"467",46175,"Josey Jewell","ILB"
"468",43387,"Justin Simmons","FS"
"469",35459,"Kareem Jackson","SS"
"470",53438,"Pat Surtain II","CB"
"471",47749,"Jakob Johnson","FB"
"472",48097,"Jakobi Meyers","WR"
"473",47807,"Josh Jacobs","RB"
"474",55900,"Michael Mayer","TE"
"475",41291,"Jimmy Garoppolo","QB"
"476",41282,"Davante Adams","WR"
"477",52764,"Essang Bassey","CB"
"478",43370,"Austin Hooper","TE"
"479",53075,"Kristian Wilkerson","WR"
"480",53509,"Divine Deablo","ILB"
"481",55969,"Jakorian Bennett","CB"
"482",47974,"Marcus Epps","SS"
"483",42361,"Marcus Peters","CB"
"484",53596,"Nate Hobbs","CB"
"485",46902,"Robert Spillane","ILB"
"486",53472,"Tre'von Moehrig","SS"
"487",46109,"Courtland Sutton","WR"
"488",54545,"Greg Dulcich","TE"
"489",53464,"Javonte Williams","RB"
"490",48541,"Lil'Jordan Humphrey","WR"
"491",38605,"Russell Wilson","QB"
"492",52513,"Adam Trautman","TE"
"493",54967,"Brandon Johnson","WR"
"494",55928,"Marvin Mims Jr.","WR"
"495",44927,"Samaje Perine","RB"
"496",53668,"Jonathon Cooper","OLB"
"497",54587,"Zamir White","RB"
"498",47932,"Hunter Renfrow","WR"
"499",44893,"Fabian Moreau","CB"
"500",42397,"Ameer Abdullah","RB"
"501",54529,"Nik Bonitto","OLB"
"502",42406,"Frank Clark","OLB"
"503",48581,"Roderic Teamer","SS"
"504",42302,"Chris Manhertz","TE"
"505",42372,"Phillip Dorsett","WR"
"506",42794,"DeAndre Carter","WR"
"507",52547,"Amik Robertson","CB"
"508",42511,"Michael Burton","FB"
"509",55871,"Tyree Wilson","DE"
"510",52594,"Alohi Gilman","FS"
"511",46086,"Derwin James","SS"
"512",42388,"Eric Kendricks","ILB"
"513",46775,"J.C. Jackson","CB"
"514",54544,"JT Woods","CB"
"515",52431,"Kenneth Murray, Jr.","MLB"
"516",45571,"Michael Davis","CB"
"517",48233,"Alec Ingold","FB"
"518",46192,"Durham Smythe","TE"
"519",42718,"Raheem Mostert","RB"
"520",43454,"Tyreek Hill","WR"
"521",52413,"Tua Tagovailoa","QB"
"522",53435,"Jaylen Waddle","WR"
"523",47934,"Andrew Van Ginkel","OLB"
"524",46259,"DeShon Elliott","SS"
"525",43299,"Eli Apple","CB"
"526",46142,"Jerome Baker","OLB"
"527",53465,"Jevon Holland","FS"
"528",54936,"Kader Kohou","CB"
"529",43327,"Xavien Howard","CB"
"530",45573,"Austin Ekeler","RB"
"531",44856,"Gerald Everett","TE"
"532",53506,"Josh Palmer","WR"
"533",44819,"Mike Williams","WR"
"534",52414,"Justin Herbert","QB"
"535",40024,"Keenan Allen","WR"
"536",47971,"David Long Jr.","ILB"
"537",53447,"Jaelan Phillips","OLB"
"538",48456,"Donald Parham","TE"
"539",52520,"Joshua Kelley","RB"
"540",46279,"Braxton Berrios","WR"
"541",54590,"Erik Ezukanma","WR"
"542",45900,"River Cracraft","WR"
"543",53476,"Asante Samuel","CB"
"544",52922,"Salvon Ahmed","RB"
"545",38707,"Justin Bethel","CB"
"546",55885,"Quentin Johnston","WR"
"547",55061,"Stone Smartt","TE"
"548",46074,"Bradley Chubb","OLB"
"549",41231,"Khalil Mack","OLB"
"550",54679,"Ja'Sir Taylor","CB"
"551",55919,"Tuli Tuipulotu","OLB"
"552",56582,"Elijah Dotson","RB"
"553",55881,"Christian Gonzalez","CB"
"554",46212,"Ja'Whaun Bentley","ILB"
"555",44837,"Jabrill Peppers","SS"
"556",47826,"Jahlani Tavai","ILB"
"557",43700,"Jonathan Jones","CB"
"558",52445,"Kyle Dugger","SS"
"559",52991,"Myles Bryant","S"
"560",47834,"A.J. Brown","WR"
"561",46118,"Dallas Goedert","TE"
"562",53439,"DeVonta Smith","WR"
"563",52608,"Quez Watkins","WR"
"564",52461,"Jalen Hurts","QB"
"565",53579,"Kenneth Gainwell","RB"
"566",55941,"Marte Mapu","ILB"
"567",53946,"Jack Stoll","TE"
"568",46194,"Avonte Maddox","CB"
"569",39984,"Darius Slay","CB"
"570",43351,"James Bradberry","CB"
"571",44862,"Justin Evans","FS"
"572",54548,"Nakobe Dean","ILB"
"573",54808,"Reed Blankenship","FS"
"574",44869,"Zach Cunningham","MLB"
"575",56075,"DeMario Douglas","WR"
"576",46111,"Mike Gesicki","TE"
"577",45339,"Pharaoh Brown","TE"
"578",42437,"Ty Montgomery","WR"
"579",53444,"Mac Jones","QB"
"580",43324,"Hunter Henry","TE"
"581",45185,"Kendrick Bourne","WR"
"582",53549,"Rhamondre Stevenson","RB"
"583",56052,"Kayshon Boutte","WR"
"584",54550,"Marcus Jones","CB"
"585",46270,"Boston Scott","RB"
"586",55894,"Nolan Smith","OLB"
"587",44874,"JuJu Smith-Schuster","WR"
"588",47938,"Mack Wilson","ILB"
"589",52443,"D'Andre Swift","RB"
"590",43522,"Jalen Mills","CB"
"591",46097,"Terrell Edmunds","FS"
"592",43293,"Ezekiel Elliott","RB"
"593",54026,"Christian Elliss","ILB"
"594",42116,"Adrian Phillips","FS"
"595",43435,"Matthew Judon","OLB"
"596",48374,"Olamide Zaccheaus","WR"
"597",52468,"Joshua Uche","OLB"
"598",54663,"Grant Calcaterra","TE"
"599",35452,"Brandon Graham","DE"
"600",54815,"Josh Jobe","CB"
"601",44878,"Ahkello Witherspoon","CB"
"602",52844,"Christian Rozeboom","ILB"
"603",54677,"Derion Kendrick","CB"
"604",53532,"Ernest Jones","MLB"
"605",52607,"Jordan Fuller","FS"
"606",52835,"Michael Hoecht","OLB"
"607",54718,"Russ Yeast","FS"
"608",47847,"DK Metcalf","WR"
"609",54506,"Kenneth Walker III","RB"
"610",47803,"Noah Fant","TE"
"611",46189,"Will Dissly","TE"
"612",39987,"Geno Smith","QB"
"613",42412,"Tyler Lockett","WR"
"614",55942,"Byron Young","OLB"
"615",54607,"Cobie Durant","CB"
"616",55103,"Zach VanValkenburg","OLB"
"617",56471,"Jake Bobo","WR"
"618",55884,"Jaxon Smith-Njigba","WR"
"619",52541,"Colby Parkinson","TE"
"620",38577,"Bobby Wagner","MLB"
"621",54574,"Coby Bryant","FS"
"622",52435,"Jordyn Brooks","ILB"
"623",47891,"Julian Love","SS"
"624",42543,"Quandre Diggs","FS"
"625",54618,"Riq Woolen","CB"
"626",53566,"Tre Brown","CB"
"627",54629,"Kyren Williams","RB"
"628",56042,"Puka Nacua","WR"
"629",53486,"Tutu Atwell","WR"
"630",52465,"Van Jefferson","WR"
"631",34452,"Matthew Stafford","QB"
"632",43399,"Tyler Higbee","TE"
"633",43314,"Artie Burns","CB"
"634",52456,"Darrell Taylor","DE"
"635",43415,"Demarcus Robinson","WR"
"636",55917,"Zach Charbonnet","RB"
"637",47941,"Mike Jackson","CB"
"638",47793,"Devin Bush","MLB"
"639",53678,"Ben Skowronek","WR"
"640",52544,"Brycen Hopkins","TE"
"641",55902,"Derick Hall","OLB"
"642",52552,"DeeJay Dallas","RB"
"643",46117,"Uchenna Nwosu","OLB"
"644",48266,"Cody Thompson","WR"
"645",52460,"Cam Akers","RB"
"646",56040,"Davis Allen","TE"
"647",54676,"Quentin Lake","FS"
"648",43533,"Jayron Kearse","FS"
"649",55166,"Juanyeh Thomas","FS"
"650",46088,"Leighton Vander Esch","ILB"
"651",44827,"Malik Hooker","SS"
"652",55149,"Markquese Bell","SS"
"653",38540,"Stephon Gilmore","CB"
"654",52459,"Trevon Diggs","CB"
"655",47954,"Darius Slayton","WR"
"656",55938,"Jalin Hyatt","WR"
"657",46071,"Saquon Barkley","RB"
"658",47789,"Daniel Jones","QB"
"659",42547,"Darren Waller","TE"
"660",44830,"Adoree' Jackson","CB"
"661",47872,"Bobby Okereke","ILB"
"662",55888,"Deonte Banks","CB"
"663",53604,"Jason Pinnock","FS"
"664",54611,"Micah McFadden","ILB"
"665",56074,"Tre Hawkins III","CB"
"666",52444,"Xavier McKinney","SS"
"667",41246,"Brandin Cooks","WR"
"668",52425,"CeeDee Lamb","WR"
"669",46150,"Michael Gallup","WR"
"670",47911,"Tony Pollard","RB"
"671",43424,"Dak Prescott","QB"
"672",54594,"Jake Ferguson","TE"
"673",53117,"KaVontae Turpin","WR"
"674",54632,"DaRon Bland","CB"
"675",52615,"Isaiah Hodgins","WR"
"676",47842,"Parris Campbell","WR"
"677",55157,"Peyton Hendershot","TE"
"678",54579,"Dane Belton","SS"
"679",54553,"Jalen Tolbert","WR"
"680",52416,"Isaiah Simmons","MLB"
"681",43329,"Sterling Shepard","WR"
"682",54641,"Damone Clark","OLB"
"683",53656,"Israel Mukuamu","FS"
"684",54577,"Daniel Bellinger","TE"
"685",45186,"Matt Breida","RB"
"686",53854,"Nick McCloud","CB"
"687",43333,"Jihad Ward","OLB"
"688",54470,"Kayvon Thibodeaux","OLB"
"689",55923,"Luke Schoonmaker","TE"
"690",52518,"Darnay Holmes","CB"
"691",56077,"Deuce Vaughn","RB"
"692",53041,"Rico Dowdle","RB"
"693",53047,"Lawrence Cager","TE"
"694",42094,"C.J. Goodwin","CB"
"695",52438,"Noah Igbinoghene","CB"
"696",53625,"Gary Brightwell","RB"
"697",45536,"Cooper Rush","QB"
"698",42485,"Adrian Amos","FS"
